weight,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence
0.52,5.67,3.77,2.44,0,1,0,0,0,0,0,0,4.0,7.0,0.0,1.0,2.0,3.0
0.54,5.81,3.79,2.44,0,1,0,0,0,0,0,0,3.0,6.0,0.0,0.0,1.0,0.0
0.31,3.84,3.75,2.56,0,0,0,0,0,0,1,0,2.0,2.0,0.0,0.0,2.0,3.0
0.5,6.1,4.54,2.81,0,0,0,0,1,0,0,0,4.0,4.0,1.0,0.0,2.0,0.0
0.5,5.14,5.17,3.07,0,0,0,0,0,0,0,1,1.0,8.0,0.0,0.0,0.0,0.0
0.5,5.09,5.13,3.09,0,0,0,0,0,0,0,1,6.0,3.0,1.0,0.0,2.0,0.0
0.43,4.92,4.94,2.97,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0
0.5,5.11,5.12,3.12,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0
0.4,4.75,3.59,2.49,0,1,0,0,0,0,0,0,5.0,2.0,1.0,0.0,1.0,0.0
0.5,5.06,5.09,3.18,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.5,4.46,4.43,3.2,0,0,0,0,0,0,1,0,5.0,1.0,0.0,0.0,2.0,0.0
0.3,4.24,4.27,2.67,0,0,0,0,0,0,0,1,4.0,5.0,0.0,0.0,0.0,0.0
0.51,4.31,4.28,3.11,0,0,0,0,0,0,1,0,6.0,2.0,0.0,0.0,1.0,0.0
0.5,5.13,4.12,2.78,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,1.0,0.0
0.5,4.94,4.99,3.15,0,0,0,0,0,0,0,1,5.0,2.0,1.0,0.0,0.0,5.0
0.91,6.07,5.2,3.48,1,0,0,0,0,0,0,0,5.0,7.0,0.0,0.0,0.0,0.0
0.4,4.7,4.75,2.89,0,0,0,0,0,0,0,1,5.0,4.0,0.0,1.0,1.0,0.0
0.18,3.69,3.72,2.17,0,0,0,0,0,0,0,1,1.0,2.0,0.0,0.0,0.0,0.0
0.5,4.69,4.34,2.92,1,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,1.0,0.0
0.9,9.13,5.43,3.15,0,0,0,0,0,1,0,0,4.0,1.0,0.0,0.0,1.0,0.0
0.5,5.05,5.09,3.18,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.5,4.94,4.99,3.19,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,1.0,3.0
0.7,8.25,4.86,2.92,0,0,0,0,0,1,0,0,6.0,1.0,0.0,0.0,1.0,3.0
0.61,4.83,4.67,3.18,1,0,0,0,0,0,0,0,4.0,0.0,0.0,2.0,1.0,3.0
0.37,6.05,3.87,2.39,0,0,0,0,1,0,0,0,5.0,1.0,0.0,1.0,1.0,0.0
0.5,6.23,4.51,2.82,0,0,0,0,1,0,0,0,6.0,2.0,0.0,1.0,1.0,0.0
0.33,3.86,3.84,2.75,0,0,0,0,0,0,1,0,4.0,5.0,0.0,2.0,3.0,3.0
0.5,5.1,5.16,3.08,0,0,0,0,0,0,0,1,5.0,2.0,1.0,0.0,1.0,0.0
0.3,4.71,3.16,2.02,0,1,0,0,0,0,0,0,2.0,4.0,0.0,0.0,1.0,0.0
0.71,6.46,4.78,3.01,0,0,0,0,1,0,0,0,7.0,0.0,0.0,0.0,1.0,0.0
0.5,4.44,4.37,3.02,0,0,0,0,0,0,1,0,5.0,5.0,0.0,0.0,1.0,0.0
0.71,5.32,4.84,3.27,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,0.0,0.0
0.5,6.66,4.23,2.64,0,0,0,0,1,0,0,0,5.0,1.0,0.0,1.0,2.0,3.0
1.2,6.58,5.57,3.61,1,0,0,0,0,0,0,0,4.0,18.0,0.0,0.0,1.0,4.0
0.34,4.95,3.22,2.18,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0
0.4,4.7,4.71,2.94,0,0,0,0,0,0,0,1,5.0,6.0,0.0,1.0,0.0,0.0
1.5,6.3,6.06,4.19,1,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,4.0
0.51,4.52,4.51,3.19,0,0,0,0,0,0,1,0,5.0,5.0,0.0,1.0,1.0,0.0
0.4,5.17,3.51,2.23,0,1,0,0,0,0,0,0,3.0,1.0,0.0,0.0,1.0,5.0
0.5,5.08,5.12,3.09,0,0,0,0,0,0,0,1,7.0,2.0,1.0,0.0,1.0,3.0
0.9,5.86,5.16,3.6,1,0,0,0,0,0,0,0,5.0,7.0,1.0,0.0,0.0,0.0
0.3,4.48,3.23,2.13,0,1,0,0,0,0,0,0,4.0,3.0,1.0,1.0,2.0,0.0
0.47,4.29,4.21,3.06,0,0,0,0,0,0,1,0,5.0,5.0,0.0,0.0,1.0,3.0
0.5,4.81,4.85,3.25,0,0,0,0,0,0,0,1,4.0,4.0,3.0,1.0,2.0,0.0
0.8,5.84,4.95,3.34,1,0,0,0,0,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0
1.01,5.77,5.58,3.74,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,4.0
0.5,6.09,4.52,2.8,0,0,0,0,1,0,0,0,4.0,5.0,1.0,0.0,1.0,3.0
0.5,4.94,5.0,3.22,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,1.0,3.0
0.3,4.15,4.57,2.64,0,0,1,0,0,0,0,0,3.0,2.0,1.0,0.0,2.0,3.0
1.51,6.16,5.96,4.16,1,0,0,0,0,0,0,0,7.0,0.0,0.0,1.0,2.0,0.0
0.5,5.11,5.14,3.17,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,3.0
0.31,4.8,3.28,1.94,0,1,0,0,0,0,0,0,5.0,2.0,0.0,1.0,1.0,0.0
0.5,5.01,5.05,3.16,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,5.0
0.8,5.36,5.14,3.44,1,0,0,0,0,0,0,0,3.0,6.0,0.0,1.0,2.0,0.0
0.9,5.6,5.22,3.64,1,0,0,0,0,0,0,0,3.0,5.0,1.0,0.0,0.0,3.0
0.4,4.63,4.68,2.92,0,0,0,0,0,0,0,1,4.0,5.0,1.0,0.0,1.0,0.0
0.5,5.14,5.16,3.11,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
0.5,4.93,5.0,3.16,0,0,0,0,0,0,0,1,7.0,3.0,1.0,0.0,1.0,0.0
0.4,6.47,4.13,2.39,0,0,0,0,1,0,0,0,6.0,8.0,0.0,1.0,2.0,0.0
0.9,5.55,5.34,3.61,1,0,0,0,0,0,0,0,6.0,6.0,0.0,0.0,0.0,0.0
0.5,6.21,4.59,2.84,0,0,0,0,1,0,0,0,7.0,3.0,0.0,1.0,1.0,0.0
0.5,4.5,4.44,2.99,0,0,0,0,0,0,1,0,4.0,4.0,0.0,0.0,1.0,0.0
0.57,5.26,5.28,3.31,0,0,0,0,0,0,0,1,7.0,4.0,0.0,0.0,0.0,0.0
0.5,6.37,4.53,2.61,0,0,0,0,1,0,0,0,5.0,6.0,2.0,1.0,1.0,0.0
0.9,5.44,5.1,3.66,1,0,0,0,0,0,0,0,2.0,8.0,2.0,0.0,2.0,0.0
0.5,5.9,4.37,2.81,0,0,0,0,1,0,0,0,4.0,2.0,1.0,0.0,1.0,0.0
0.5,5.06,5.1,3.15,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,1.0,4.0
0.4,4.03,3.96,2.94,0,0,0,0,0,0,1,0,3.0,1.0,1.0,1.0,1.0,0.0
0.58,4.69,4.61,3.23,0,0,0,0,0,0,1,0,6.0,3.0,0.0,0.0,1.0,0.0
0.65,5.52,5.55,3.45,0,0,0,0,0,0,0,1,5.0,7.0,0.0,1.0,0.0,0.0
0.3,4.44,3.33,2.15,0,1,0,0,0,0,0,0,2.0,2.0,0.0,1.0,2.0,0.0
0.76,7.8,5.15,3.2,0,0,0,0,0,1,0,0,6.0,6.0,0.0,1.0,1.0,0.0
0.5,6.37,4.49,2.8,0,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0,1.0,4.0
0.32,4.13,4.91,2.87,0,0,1,0,0,0,0,0,3.0,2.0,0.0,1.0,2.0,0.0
0.42,4.21,4.19,2.96,0,0,0,0,0,0,1,0,5.0,3.0,0.0,0.0,2.0,0.0
1.01,9.18,5.32,3.36,0,0,0,0,0,1,0,0,1.0,3.0,1.0,0.0,0.0,0.0
0.9,5.39,5.32,3.61,1,0,0,0,0,0,0,0,3.0,7.0,0.0,0.0,1.0,0.0
1.0,6.19,5.37,3.57,1,0,0,0,0,0,0,0,6.0,1.0,0.0,1.0,1.0,4.0
0.9,8.05,5.35,3.35,0,0,0,0,0,1,0,0,6.0,4.0,1.0,1.0,1.0,0.0
0.32,4.97,3.23,2.06,0,1,0,0,0,0,0,0,4.0,2.0,0.0,1.0,2.0,0.0
0.5,5.0,5.05,3.16,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,1.0,0.0
0.41,4.11,4.11,2.96,0,0,0,0,0,0,1,0,6.0,6.0,0.0,1.0,1.0,0.0
1.2,6.39,5.51,3.82,1,0,0,0,0,0,0,0,4.0,6.0,1.0,0.0,0.0,3.0
0.46,5.56,3.53,2.41,0,1,0,0,0,0,0,0,6.0,2.0,1.0,0.0,2.0,0.0
0.29,4.01,4.74,2.69,0,0,1,0,0,0,0,0,5.0,1.0,1.0,1.0,1.0,0.0
0.91,5.58,5.44,3.64,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0
0.5,4.51,4.43,3.18,0,0,0,0,0,0,1,0,4.0,3.0,0.0,1.0,1.0,0.0
0.5,4.78,4.88,3.22,0,0,0,0,0,0,0,1,5.0,4.0,2.0,0.0,2.0,0.0
0.32,3.87,3.82,2.54,0,0,0,0,0,0,1,0,5.0,2.0,0.0,1.0,2.0,0.0
0.5,4.96,5.0,3.14,0,0,0,0,0,0,0,1,6.0,3.0,2.0,0.0,2.0,0.0
1.01,6.14,5.32,3.62,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,0.0,3.0
0.7,6.86,5.04,3.08,0,0,0,0,1,0,0,0,7.0,9.0,0.0,0.0,1.0,3.0
0.5,4.22,4.16,3.07,0,0,0,0,0,0,1,0,7.0,7.0,1.0,0.0,1.0,0.0
0.5,4.76,4.2,2.94,1,0,0,0,0,0,0,0,5.0,3.0,1.0,0.0,0.0,5.0
0.71,5.1,4.94,3.19,1,0,0,0,0,0,0,0,4.0,19.0,0.0,1.0,1.0,4.0
0.51,4.38,4.34,3.11,0,0,0,0,0,0,1,0,7.0,1.0,0.0,0.0,1.0,4.0
0.5,4.33,4.29,3.11,0,0,0,0,0,0,1,0,5.0,3.0,0.0,0.0,1.0,0.0
0.5,5.11,5.14,3.18,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
0.51,5.09,5.11,3.17,0,0,0,0,0,0,0,1,6.0,5.0,0.0,0.0,0.0,5.0
0.4,4.2,4.15,2.96,0,0,0,0,0,0,1,0,2.0,2.0,0.0,0.0,2.0,0.0
0.5,4.88,4.95,3.24,0,0,0,0,0,0,0,1,5.0,5.0,2.0,0.0,2.0,0.0
1.29,8.99,6.01,3.85,0,0,0,0,0,1,0,0,7.0,5.0,1.0,0.0,0.0,3.0
0.5,4.35,4.33,3.05,0,0,0,0,0,0,1,0,4.0,4.0,0.0,0.0,1.0,3.0
0.3,3.95,4.61,2.78,0,0,1,0,0,0,0,0,6.0,1.0,1.0,0.0,1.0,0.0
0.34,4.72,3.44,2.23,0,1,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,0.0
0.5,4.98,5.04,3.13,0,0,0,0,0,0,0,1,5.0,3.0,1.0,0.0,2.0,0.0
0.8,5.67,4.93,3.35,1,0,0,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,3.0
0.5,5.01,5.08,3.1,0,0,0,0,0,0,0,1,5.0,4.0,2.0,0.0,2.0,0.0
0.52,6.43,4.5,2.77,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0
0.4,4.86,3.64,2.35,0,1,0,0,0,0,0,0,4.0,4.0,1.0,0.0,2.0,0.0
1.21,5.9,5.89,3.97,1,0,0,0,0,0,0,0,2.0,16.0,0.0,0.0,0.0,0.0
0.3,4.37,4.4,2.64,0,0,0,0,0,0,0,1,2.0,4.0,0.0,0.0,0.0,0.0
0.5,6.11,4.47,2.81,0,0,0,0,1,0,0,0,6.0,10.0,0.0,0.0,1.0,0.0
0.31,7.56,3.37,2.06,0,0,0,1,0,0,0,0,7.0,1.0,0.0,0.0,1.0,0.0
0.31,4.39,4.69,2.59,0,0,1,0,0,0,0,0,4.0,6.0,1.0,0.0,1.0,3.0
0.5,4.47,4.43,3.0,1,0,0,0,0,0,0,0,4.0,5.0,0.0,0.0,1.0,0.0
0.51,4.99,4.25,2.88,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,3.0
0.5,4.94,5.04,3.14,0,0,0,0,0,0,0,1,4.0,2.0,1.0,1.0,2.0,0.0
0.3,4.14,4.62,2.7,0,0,1,0,0,0,0,0,5.0,3.0,0.0,0.0,2.0,0.0
0.26,4.11,4.12,2.54,0,0,0,0,0,0,0,1,2.0,3.0,0.0,0.0,0.0,0.0
0.31,4.13,4.68,2.8,0,0,1,0,0,0,0,0,2.0,4.0,1.0,1.0,2.0,0.0
0.5,6.55,4.32,2.69,0,0,0,0,1,0,0,0,5.0,3.0,0.0,1.0,2.0,0.0
0.51,5.14,5.17,3.17,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.69,4.82,4.67,3.23,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,0.0
0.51,6.21,4.58,2.83,0,0,0,0,1,0,0,0,3.0,8.0,0.0,0.0,1.0,0.0
0.5,4.34,4.27,3.1,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,1.0,0.0
0.5,4.87,4.92,3.12,0,0,0,0,0,0,0,1,6.0,3.0,2.0,1.0,2.0,0.0
0.42,5.42,3.62,2.24,0,1,0,0,0,0,0,0,4.0,3.0,0.0,2.0,2.0,0.0
0.51,4.45,4.39,3.05,1,0,0,0,0,0,0,0,5.0,1.0,1.0,0.0,0.0,4.0
0.5,5.09,5.12,3.09,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,3.0
0.5,6.37,4.55,2.73,0,0,0,0,1,0,0,0,3.0,2.0,0.0,0.0,2.0,0.0
0.4,4.03,4.01,2.89,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,1.0,0.0
0.5,5.06,5.1,3.18,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
0.3,3.72,3.66,2.61,0,0,0,0,0,0,1,0,3.0,2.0,0.0,0.0,1.0,0.0
1.0,8.5,5.61,3.5,0,0,0,0,0,1,0,0,4.0,4.0,0.0,0.0,0.0,5.0
0.5,4.89,4.25,2.85,1,0,0,0,0,0,0,0,4.0,5.0,1.0,0.0,1.0,0.0
0.5,6.46,4.37,2.7,0,0,0,0,1,0,0,0,6.0,2.0,0.0,0.0,1.0,0.0
0.5,4.9,5.0,3.16,0,0,0,0,0,0,0,1,5.0,1.0,1.0,1.0,2.0,5.0
0.3,4.01,4.7,2.79,0,0,1,0,0,0,0,0,6.0,1.0,1.0,0.0,2.0,0.0
0.5,6.25,4.44,2.8,0,0,0,0,1,0,0,0,3.0,5.0,0.0,0.0,1.0,0.0
0.5,6.75,4.48,2.62,0,0,0,0,1,0,0,0,4.0,5.0,0.0,0.0,1.0,3.0
1.03,5.97,5.57,3.73,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,1.0,4.0
0.44,5.15,3.69,2.45,0,1,0,0,0,0,0,0,5.0,2.0,0.0,1.0,1.0,0.0
0.7,7.74,4.8,3.0,0,0,0,0,0,1,0,0,6.0,7.0,0.0,0.0,1.0,3.0
0.55,6.38,4.68,2.86,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,1.0,4.0
0.53,6.77,4.47,2.71,0,0,0,0,1,0,0,0,4.0,3.0,0.0,0.0,1.0,0.0
0.4,4.7,4.75,2.89,0,0,0,0,0,0,0,1,5.0,4.0,0.0,1.0,1.0,0.0
0.5,4.34,4.32,3.14,0,0,0,0,0,0,1,0,3.0,5.0,0.0,1.0,2.0,0.0
0.3,3.69,3.68,2.64,0,0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,1.0,0.0
0.5,4.47,4.27,3.05,1,0,0,0,0,0,0,0,4.0,5.0,2.0,0.0,1.0,0.0
0.75,5.7,4.86,3.29,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,2.0,0.0
0.5,5.03,5.06,3.17,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.82,5.76,5.0,3.39,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,1.0,0.0
0.3,3.67,3.66,2.64,0,0,0,0,0,0,1,0,4.0,5.0,0.0,1.0,2.0,3.0
0.5,4.86,4.23,2.87,1,0,0,0,0,0,0,0,6.0,10.0,0.0,0.0,1.0,3.0
1.3,6.84,5.74,3.9,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,1.0,4.0
1.07,5.83,5.45,3.69,1,0,0,0,0,0,0,0,3.0,18.0,0.0,0.0,0.0,0.0
0.5,5.02,5.06,3.18,0,0,0,0,0,0,0,1,6.0,8.0,0.0,0.0,0.0,3.0
0.39,4.61,5.19,2.89,0,0,1,0,0,0,0,0,6.0,4.0,1.0,0.0,1.0,3.0
0.5,5.07,5.08,3.17,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0
0.62,5.44,5.47,3.41,0,0,0,0,0,0,0,1,4.0,10.0,0.0,0.0,0.0,3.0
0.41,4.0,3.96,2.88,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,1.0,0.0
0.71,5.25,4.86,3.3,1,0,0,0,0,0,0,0,6.0,8.0,0.0,0.0,1.0,0.0
0.4,4.7,4.73,2.96,0,0,0,0,0,0,0,1,6.0,4.0,0.0,0.0,0.0,0.0
1.03,6.27,5.4,3.63,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,0.0,1.0
0.72,7.71,4.93,3.03,0,0,0,0,1,0,0,0,4.0,10.0,0.0,1.0,2.0,5.0
0.5,6.15,4.42,2.78,0,0,0,0,1,0,0,0,3.0,1.0,0.0,0.0,1.0,3.0
0.53,5.16,5.19,3.23,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0
0.5,5.08,5.1,3.16,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0
0.5,4.99,5.03,3.24,0,0,0,0,0,0,0,1,5.0,2.0,2.0,1.0,1.0,3.0
0.9,8.99,5.31,3.18,0,0,0,0,0,1,0,0,7.0,8.0,0.0,0.0,1.0,4.0
0.5,4.85,4.94,3.21,0,0,0,0,0,0,0,1,7.0,2.0,2.0,1.0,2.0,0.0
1.0,6.54,5.24,3.55,1,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,1.0,3.0
0.51,7.43,4.42,2.63,0,0,0,0,0,1,0,0,2.0,4.0,0.0,0.0,1.0,0.0
0.5,4.49,4.42,3.13,0,0,0,0,0,0,1,0,7.0,2.0,0.0,0.0,1.0,0.0
1.2,6.43,5.39,3.85,1,0,0,0,0,0,0,0,7.0,16.0,2.0,0.0,1.0,3.0
0.5,5.13,5.17,3.05,0,0,0,0,0,0,0,1,6.0,3.0,1.0,1.0,2.0,0.0
0.34,4.11,4.89,2.85,0,0,1,0,0,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0
0.5,4.32,4.27,3.17,0,0,0,0,0,0,1,0,6.0,2.0,1.0,0.0,1.0,0.0
0.4,4.06,4.01,2.93,0,0,0,0,0,0,1,0,2.0,5.0,0.0,0.0,1.0,0.0
0.35,4.47,4.5,2.81,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,4.0
0.5,5.09,3.89,2.75,0,1,0,0,0,0,0,0,3.0,2.0,2.0,0.0,1.0,3.0
0.4,5.32,3.48,2.21,0,1,0,0,0,0,0,0,5.0,4.0,1.0,1.0,2.0,0.0
0.55,4.56,4.48,3.22,0,0,0,0,0,0,1,0,5.0,4.0,0.0,0.0,1.0,0.0
0.52,5.13,5.16,3.21,0,0,0,0,0,0,0,1,2.0,9.0,0.0,0.0,0.0,5.0
0.5,4.93,5.0,3.21,0,0,0,0,0,0,0,1,6.0,2.0,2.0,0.0,1.0,0.0
0.5,4.84,4.93,3.24,0,0,0,0,0,0,0,1,3.0,2.0,2.0,1.0,3.0,0.0
0.5,5.02,5.06,3.17,0,0,0,0,0,0,0,1,3.0,7.0,0.0,0.0,0.0,0.0
0.41,4.8,4.82,2.91,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,5.0
0.52,5.78,3.73,2.45,0,1,0,0,0,0,0,0,6.0,6.0,0.0,0.0,1.0,3.0
0.5,5.12,5.15,3.14,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,4.0
0.95,5.67,5.48,3.7,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,1.0,5.0
0.8,7.73,5.22,3.07,0,0,0,0,1,0,0,0,5.0,10.0,0.0,1.0,1.0,0.0
0.3,4.09,4.7,2.78,0,0,1,0,0,0,0,0,4.0,3.0,1.0,1.0,2.0,0.0
1.2,9.84,5.72,3.65,0,0,0,0,0,1,0,0,5.0,9.0,1.0,0.0,1.0,3.0
0.5,4.94,4.98,3.18,0,0,0,0,0,0,0,1,2.0,8.0,1.0,1.0,1.0,3.0
0.4,4.08,4.02,2.93,0,0,0,0,0,0,1,0,4.0,3.0,0.0,1.0,2.0,0.0
0.5,5.11,5.14,3.11,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,0.0,5.0
0.96,5.69,5.35,3.74,1,0,0,0,0,0,0,0,6.0,7.0,1.0,0.0,1.0,3.0
0.5,4.89,4.94,3.21,0,0,0,0,0,0,0,1,5.0,2.0,2.0,0.0,1.0,0.0
0.8,5.76,4.92,3.33,1,0,0,0,0,0,0,0,5.0,2.0,0.0,0.0,1.0,0.0
0.3,4.28,4.33,2.63,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,1.0,0.0
3.71,8.6,8.37,5.74,1,0,0,0,0,0,0,0,7.0,0.0,1.0,0.0,1.0,3.0
0.96,6.08,5.28,3.59,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,1.0,0.0
0.3,4.42,3.27,2.19,0,1,0,0,0,0,0,0,1.0,2.0,0.0,0.0,1.0,0.0
0.3,3.87,3.8,2.71,0,0,0,0,0,0,1,0,5.0,4.0,1.0,0.0,1.0,0.0
1.0,5.76,5.56,3.75,1,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,0.0,0.0
0.5,6.69,4.47,2.58,0,0,0,0,1,0,0,0,6.0,4.0,1.0,0.0,1.0,5.0
0.81,5.42,5.27,3.51,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0
0.41,4.0,3.95,2.86,0,0,0,0,0,0,1,0,4.0,3.0,0.0,1.0,2.0,0.0
0.5,4.28,4.22,3.07,0,0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,2.0,3.0
2.02,8.08,6.47,4.36,1,0,0,0,0,0,0,0,7.0,17.0,0.0,1.0,1.0,5.0
0.4,4.95,3.53,2.41,0,1,0,0,0,0,0,0,5.0,2.0,1.0,1.0,1.0,0.0
0.5,5.04,5.06,3.17,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,3.0
0.5,4.86,4.89,3.2,0,0,0,0,0,0,0,1,5.0,1.0,2.0,0.0,1.0,3.0
0.7,7.27,4.93,3.08,0,0,0,0,0,1,0,0,7.0,5.0,2.0,1.0,2.0,0.0
0.83,5.43,5.4,3.55,1,0,0,0,0,0,0,0,6.0,2.0,0.0,0.0,0.0,4.0
1.61,6.43,6.25,4.36,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,3.0
0.52,4.53,4.46,3.25,0,0,0,0,0,0,1,0,7.0,2.0,0.0,0.0,1.0,0.0
0.5,5.18,5.22,3.01,0,0,0,0,0,0,0,1,6.0,3.0,1.0,1.0,1.0,3.0
1.01,5.66,5.55,3.77,1,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,1.0,3.0
0.5,5.04,5.08,3.17,0,0,0,0,0,0,0,1,6.0,6.0,0.0,0.0,0.0,0.0
0.3,4.23,4.77,2.64,0,0,1,0,0,0,0,0,6.0,4.0,1.0,1.0,2.0,3.0
0.4,4.1,4.02,2.92,0,0,0,0,0,0,1,0,4.0,5.0,0.0,1.0,2.0,3.0
0.51,4.98,5.02,3.21,0,0,0,0,0,0,0,1,7.0,8.0,1.0,0.0,1.0,0.0
0.56,4.56,4.51,3.24,0,0,0,0,0,0,1,0,7.0,3.0,0.0,1.0,1.0,0.0
1.01,9.0,5.61,3.37,0,0,0,0,0,1,0,0,4.0,7.0,0.0,1.0,1.0,0.0
0.32,3.76,3.74,2.71,0,0,0,0,0,0,1,0,5.0,2.0,0.0,0.0,1.0,0.0
1.02,6.26,5.48,3.56,1,0,0,0,0,0,0,0,3.0,19.0,0.0,0.0,1.0,4.0
0.92,5.75,5.23,3.55,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0
1.01,5.29,5.28,3.85,0,0,0,0,0,0,1,0,7.0,10.0,0.0,1.0,1.0,0.0
0.33,4.31,4.83,2.74,0,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,1.0,0.0
0.5,4.27,4.2,3.06,0,0,0,0,0,0,1,0,5.0,3.0,0.0,0.0,1.0,0.0
0.65,5.53,5.55,3.43,0,0,0,0,0,0,0,1,5.0,8.0,0.0,0.0,0.0,0.0
0.31,4.16,4.67,2.68,0,0,1,0,0,0,0,0,5.0,3.0,0.0,0.0,1.0,0.0
1.01,8.29,5.58,3.54,0,0,0,0,0,1,0,0,6.0,1.0,1.0,0.0,1.0,5.0
0.3,4.18,4.73,2.73,0,0,1,0,0,0,0,0,5.0,2.0,0.0,2.0,1.0,0.0
0.8,6.06,4.86,3.29,1,0,0,0,0,0,0,0,7.0,2.0,0.0,0.0,1.0,3.0
0.5,4.94,5.04,3.05,0,0,0,0,0,0,0,1,5.0,2.0,2.0,0.0,3.0,0.0
0.57,5.36,5.38,3.27,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,3.0
0.5,4.86,4.92,3.19,0,0,0,0,0,0,0,1,4.0,1.0,2.0,0.0,1.0,0.0
0.5,4.99,5.05,3.14,0,0,0,0,0,0,0,1,6.0,1.0,1.0,1.0,2.0,0.0
0.3,4.32,3.25,2.27,0,1,0,0,0,0,0,0,5.0,2.0,1.0,1.0,2.0,0.0
0.3,4.27,3.2,2.23,0,1,0,0,0,0,0,0,3.0,3.0,0.0,0.0,2.0,0.0
0.83,5.29,5.25,3.55,1,0,0,0,0,0,0,0,5.0,8.0,0.0,0.0,1.0,3.0
0.5,4.99,5.04,3.22,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,1.0,4.0
0.52,7.07,4.46,2.6,0,0,0,0,1,0,0,0,1.0,7.0,0.0,0.0,1.0,4.0
