id,shape,weight,clarity,color,cut,polish,symmetry,fluorescence,price,length,width,depth,shape_CUSHION,shape_EMERALD,shape_HEART,shape_MARQUISE,shape_OVAL,shape_PEAR,shape_PRINCESS,shape_ROUND,encoded_clarity,encoded_color,encoded_cut,encoded_polish,encoded_symmetry,encoded_fluorescence,is_outlier
1744499,ROUND,0.7,SI1,K,VG,EX,EX,N,2067.68,5.52,5.56,3.57,0,0,0,0,0,0,0,1,6.0,8.0,1.0,0.0,0.0,0.0,False
1800517,ROUND,0.5,SI2,J,EX,EX,EX,F,1538.81,5.11,5.14,3.13,0,0,0,0,0,0,0,1,7.0,7.0,0.0,0.0,0.0,3.0,False
1643510,CUSHION,0.8,SI1,F,EX,EX,VG,N,2817.63,5.34,5.17,3.49,1,0,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1764109,PRINCESS,0.5,VS1,H,EX,EX,VG,N,1836.29,4.31,4.24,3.07,0,0,0,0,0,0,1,0,4.0,5.0,0.0,0.0,1.0,0.0,False
1643058,ROUND,0.53,VS1,J,EX,EX,EX,F,2090.57,5.14,5.17,3.22,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,3.0,False
1717448,HEART,0.29,VS1,F,VG,VG,VG,N,929.06,3.95,4.68,2.78,0,0,1,0,0,0,0,0,4.0,3.0,1.0,1.0,1.0,0.0,False
1622624,CUSHION,0.83,IF,FANCY,EX,EX,VG,N,2567.29,5.29,5.23,3.51,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,False
1654459,ROUND,0.7,VS1,K,VG,EX,EX,N,2304.07,5.52,5.56,3.57,0,0,0,0,0,0,0,1,4.0,8.0,1.0,0.0,0.0,0.0,False
1671238,ROUND,0.5,SI2,D,EX,EX,EX,N,2078.47,5.1,5.11,3.14,0,0,0,0,0,0,0,1,7.0,1.0,0.0,0.0,0.0,0.0,False
1778520,EMERALD,0.3,VVS2,E,EX,VG,VG,N,1033.1,4.79,3.16,2.02,0,1,0,0,0,0,0,0,3.0,2.0,0.0,1.0,1.0,0.0,False
1774449,OVAL,0.5,VS1,G,VG,EX,GD,N,1684.98,6.1,4.54,2.81,0,0,0,0,1,0,0,0,4.0,4.0,1.0,0.0,2.0,0.0,False
1664759,CUSHION,0.6,VVS1,FANCY,EX,EX,EX,M,2380.14,4.81,4.64,3.11,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,4.0,False
1700302,HEART,0.29,SI1,F,GD,EX,VG,N,829.54,3.87,4.61,2.77,0,0,1,0,0,0,0,0,6.0,3.0,2.0,0.0,1.0,0.0,False
1655373,ROUND,0.23,VVS2,F,EX,EX,EX,N,975.43,3.91,3.94,2.43,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,0.0,False
1756386,CUSHION,0.7,SI2,H,EX,EX,VG,N,1673.61,5.03,4.96,3.37,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,1.0,0.0,False
1788940,CUSHION,0.8,SI2,E,EX,EX,EX,N,2594.54,5.31,5.14,3.48,1,0,0,0,0,0,0,0,7.0,2.0,0.0,0.0,0.0,0.0,False
210047-383,CUSHION,1.29,VVS2,J,VG,EX,EX,ST,4958.89,6.36,6.03,4.16,1,0,0,0,0,0,0,0,3.0,7.0,1.0,0.0,0.0,5.0,False
1646136,MARQUISE,0.59,VS2,D,EX,EX,VG,ST,2025.02,9.08,4.39,2.52,0,0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,1.0,5.0,False
1639776,OVAL,0.5,VVS2,J,EX,EX,VG,F,1320.99,6.39,4.42,2.77,0,0,0,0,1,0,0,0,3.0,7.0,0.0,0.0,1.0,3.0,False
1763747,ROUND,0.23,VVS2,G,EX,EX,EX,N,895.38,3.89,3.92,2.44,0,0,0,0,0,0,0,1,3.0,4.0,0.0,0.0,0.0,0.0,False
1796187,PRINCESS,0.65,VVS2,J,VG,EX,GD,N,1931.92,4.62,4.61,3.43,0,0,0,0,0,0,1,0,3.0,7.0,1.0,0.0,2.0,0.0,False
1666229,PRINCESS,0.75,SI2,L,EX,EX,VG,F,1340.49,4.94,4.84,3.48,0,0,0,0,0,0,1,0,7.0,9.0,0.0,0.0,1.0,3.0,False
1667384,OVAL,0.5,SI2,I,EX,VG,VG,F,1268.26,6.38,4.39,2.76,0,0,0,0,1,0,0,0,7.0,6.0,0.0,1.0,1.0,3.0,False
1771393,HEART,0.29,VS2,F,GD,EX,VG,N,944.29,3.89,4.6,2.74,0,0,1,0,0,0,0,0,5.0,3.0,2.0,0.0,1.0,0.0,False
1786744,PRINCESS,0.43,VS2,J,EX,EX,GD,N,1012.43,4.23,4.15,3.01,0,0,0,0,0,0,1,0,5.0,7.0,0.0,0.0,2.0,0.0,False
1781065,ROUND,0.35,VVS2,E,EX,EX,EX,N,1403.92,4.58,4.6,2.74,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,False
1785407,OVAL,0.55,VS1,E,EX,EX,VG,N,2151.57,6.78,4.52,2.79,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,1.0,0.0,False
1746496,ROUND,0.5,VS1,L,EX,EX,EX,F,1477.08,5.18,5.2,3.07,0,0,0,0,0,0,0,1,4.0,9.0,0.0,0.0,0.0,3.0,False
1800375,PRINCESS,0.3,VS1,F,EX,EX,VG,N,973.36,3.82,3.77,2.52,0,0,0,0,0,0,1,0,4.0,3.0,0.0,0.0,1.0,0.0,False
1791846,OVAL,0.31,VVS2,H,EX,EX,GD,N,920.12,5.23,3.82,2.4,0,0,0,0,1,0,0,0,3.0,5.0,0.0,0.0,2.0,0.0,False
1655896,ROUND,0.59,VS2,I,EX,EX,EX,VS,2110.71,5.4,5.43,3.33,0,0,0,0,0,0,0,1,5.0,6.0,0.0,0.0,0.0,6.0,False
210035-119,CUSHION,2.01,SI2,I,VG,VG,VG,N,11445.17,7.36,6.78,4.74,1,0,0,0,0,0,0,0,7.0,6.0,1.0,1.0,1.0,0.0,False
1786688,PEAR,0.5,VS2,F,VG,GD,VG,M,1583.7,6.67,4.42,2.74,0,0,0,0,0,1,0,0,5.0,3.0,1.0,2.0,1.0,4.0,False
1626363,HEART,0.5,SI1,L,EX,EX,VG,F,994.18,4.84,5.47,3.16,0,0,1,0,0,0,0,0,6.0,9.0,0.0,0.0,1.0,3.0,False
210019-107,CUSHION,1.0,SI1,K,EX,EX,VG,M,2224.84,5.67,5.64,3.8,1,0,0,0,0,0,0,0,6.0,8.0,0.0,0.0,1.0,4.0,False
1668219,EMERALD,0.5,VVS2,J,VG,EX,GD,N,1263.99,4.98,3.78,2.64,0,1,0,0,0,0,0,0,3.0,7.0,1.0,0.0,2.0,0.0,False
1655405,ROUND,0.26,VS1,F,EX,EX,EX,N,1025.59,4.08,4.09,2.55,0,0,0,0,0,0,0,1,4.0,3.0,0.0,0.0,0.0,0.0,False
1778525,EMERALD,0.36,VS1,E,EX,EX,EX,N,1175.83,4.84,3.54,2.27,0,1,0,0,0,0,0,0,4.0,2.0,0.0,0.0,0.0,0.0,False
1799597,CUSHION,0.5,VVS2,H,EX,VG,GD,N,1519.31,4.9,4.23,2.87,1,0,0,0,0,0,0,0,3.0,5.0,0.0,1.0,2.0,0.0,False
Eco Diamond 444074120,OVAL,0.9,SI2,D,EX,EX,VG,N,1740.96,7.43,5.61,3.33,0,0,0,0,1,0,0,0,7.0,1.0,0.0,0.0,1.0,0.0,False
1771970,ROUND,0.5,VVS2,L,EX,EX,EX,F,1529.6,5.07,5.09,3.18,0,0,0,0,0,0,0,1,3.0,9.0,0.0,0.0,0.0,3.0,False
1666247,PRINCESS,0.53,SI2,I,EX,EX,VG,F,1252.19,4.53,4.48,3.04,0,0,0,0,0,0,1,0,7.0,6.0,0.0,0.0,1.0,3.0,False
1693401,OVAL,0.5,VS2,G,EX,VG,VG,N,1810.84,6.34,4.43,2.74,0,0,0,0,1,0,0,0,5.0,4.0,0.0,1.0,1.0,0.0,False
1665466,ROUND,0.5,SI1,E,EX,EX,EX,N,2471.74,5.13,5.15,3.11,0,0,0,0,0,0,0,1,6.0,2.0,0.0,0.0,0.0,0.0,False
1765909,PRINCESS,0.3,VS1,D,EX,VG,GD,N,958.57,3.63,3.59,2.6,0,0,0,0,0,0,1,0,4.0,1.0,0.0,1.0,2.0,0.0,False
1642252,CUSHION,0.7,SI2,J,VG,EX,EX,N,1604.51,5.17,4.78,3.29,1,0,0,0,0,0,0,0,7.0,7.0,1.0,0.0,0.0,0.0,False
200715-197,CUSHION,1.12,I3,FANCY,EX,VG,VG,F,1323.08,6.01,5.64,3.83,1,0,0,0,0,0,0,0,10.0,0.0,0.0,1.0,1.0,3.0,False
1784948,CUSHION,0.4,VS2,K,VG,EX,VG,M,795.69,4.51,3.85,2.68,1,0,0,0,0,0,0,0,5.0,8.0,1.0,0.0,1.0,4.0,False
1787955,HEART,0.3,VS2,F,EX,VG,GD,N,1000.72,4.03,4.65,2.63,0,0,1,0,0,0,0,0,5.0,3.0,0.0,1.0,2.0,0.0,False
1751780,EMERALD,0.41,VS1,G,EX,VG,VG,N,1310.14,5.04,3.69,2.35,0,1,0,0,0,0,0,0,4.0,4.0,0.0,1.0,1.0,0.0,False
1773932,ROUND,0.5,VS2,D,VG,EX,VG,F,2351.7,5.0,5.06,3.12,0,0,0,0,0,0,0,1,5.0,1.0,1.0,0.0,1.0,3.0,False
1758408,ROUND,0.8,SI2,K,EX,EX,EX,F,2352.7,5.92,5.95,3.72,0,0,0,0,0,0,0,1,7.0,8.0,0.0,0.0,0.0,3.0,False
1800777,HEART,0.31,VS2,I,EX,EX,VG,F,861.93,4.24,4.63,2.65,0,0,1,0,0,0,0,0,5.0,6.0,0.0,0.0,1.0,3.0,False
1795718,EMERALD,0.41,VVS1,F,VG,VG,GD,ST,1309.56,5.53,3.5,2.3,0,1,0,0,0,0,0,0,2.0,3.0,1.0,1.0,2.0,5.0,False
1660416,OVAL,0.51,VS1,D,EX,EX,VG,N,2026.66,6.1,4.52,2.85,0,0,0,0,1,0,0,0,4.0,1.0,0.0,0.0,1.0,0.0,False
1779293,ROUND,0.51,SI2,G,VG,VG,VG,N,2031.7,4.95,4.99,3.21,0,0,0,0,0,0,0,1,7.0,4.0,1.0,1.0,1.0,0.0,False
1766952,HEART,0.3,VS2,I,VG,EX,VG,N,822.22,4.0,4.63,2.75,0,0,1,0,0,0,0,0,5.0,6.0,1.0,0.0,1.0,0.0,False
210441-54,CUSHION,1.01,SI2,G,EX,EX,EX,N,4031.17,5.88,5.5,3.73,1,0,0,0,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,False
1667416,PEAR,0.9,VS1,H,EX,EX,EX,N,4441.58,8.35,5.37,3.3,0,0,0,0,0,1,0,0,4.0,5.0,0.0,0.0,0.0,0.0,False
1763900,EMERALD,0.4,VS2,F,VG,EX,GD,N,1199.98,4.74,3.54,2.4,0,1,0,0,0,0,0,0,5.0,3.0,1.0,0.0,2.0,0.0,False
1649732,ROUND,0.5,SI1,G,VG,EX,EX,F,2106.8,5.13,5.15,3.1,0,0,0,0,0,0,0,1,6.0,4.0,1.0,0.0,0.0,3.0,False
1790503,ROUND,0.5,SI2,D,VG,EX,VG,N,2104.08,5.02,5.07,3.13,0,0,0,0,0,0,0,1,7.0,1.0,1.0,0.0,1.0,0.0,False
1606782,CUSHION,0.81,SI2,I,EX,EX,EX,N,2043.47,5.43,5.14,3.46,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,False
1771721,PRINCESS,0.55,VS2,G,EX,EX,VG,N,1884.69,4.56,4.48,3.22,0,0,0,0,0,0,1,0,5.0,4.0,0.0,0.0,1.0,0.0,False
1786532,EMERALD,0.31,VVS2,E,EX,EX,GD,N,1032.69,4.89,3.13,2.06,0,1,0,0,0,0,0,0,3.0,2.0,0.0,0.0,2.0,0.0,False
1799793,EMERALD,0.32,IF,D,EX,EX,GD,N,1199.6,4.73,3.32,2.15,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,2.0,0.0,False
1586297,ROUND,0.23,VVS2,F,EX,EX,EX,N,975.43,3.95,3.97,2.45,0,0,0,0,0,0,0,1,3.0,3.0,0.0,0.0,0.0,0.0,False
200764-28,CUSHION,1.01,SI2,I,EX,EX,EX,N,3148.92,6.5,5.4,3.66,1,0,0,0,0,0,0,0,7.0,6.0,0.0,0.0,0.0,0.0,False
1769665,HEART,0.34,VS2,G,EX,EX,VG,N,1022.92,4.21,4.99,2.91,0,0,1,0,0,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0,False
1796230,PRINCESS,0.3,VS1,G,EX,EX,VG,N,938.32,3.8,3.7,2.66,0,0,0,0,0,0,1,0,4.0,4.0,0.0,0.0,1.0,0.0,False
1652337,ROUND,0.5,SI1,E,VG,EX,VG,F,2080.06,4.99,5.04,3.12,0,0,0,0,0,0,0,1,6.0,2.0,1.0,0.0,1.0,3.0,False
1796524,ROUND,0.55,VVS2,K,EX,EX,EX,F,1973.02,5.21,5.24,3.28,0,0,0,0,0,0,0,1,3.0,8.0,0.0,0.0,0.0,3.0,False
1786209,ROUND,0.5,SI1,E,VG,VG,VG,M,2105.76,5.06,5.12,3.1,0,0,0,0,0,0,0,1,6.0,2.0,1.0,1.0,1.0,4.0,False
1800308,PRINCESS,0.51,VVS2,E,EX,EX,VG,N,1936.06,4.29,4.21,3.05,0,0,0,0,0,0,1,0,3.0,2.0,0.0,0.0,1.0,0.0,False
1762526,ROUND,0.51,SI2,F,EX,VG,EX,N,2080.8,5.09,5.12,3.2,0,0,0,0,0,0,0,1,7.0,3.0,0.0,1.0,0.0,0.0,False
1784058,PRINCESS,0.51,VVS2,I,EX,EX,GD,F,1576.58,4.33,4.33,3.14,0,0,0,0,0,0,1,0,3.0,6.0,0.0,0.0,2.0,3.0,False
1760317,CUSHION,0.5,VS2,F,VG,EX,VG,N,1555.8,4.81,4.18,2.9,1,0,0,0,0,0,0,0,5.0,3.0,1.0,0.0,1.0,0.0,False
1596264,CUSHION,0.8,VS2,G,EX,EX,EX,N,2946.6,5.32,5.16,3.48,1,0,0,0,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,False
1592435,ROUND,0.25,VVS2,E,EX,EX,EX,N,1043.56,4.02,4.05,2.51,0,0,0,0,0,0,0,1,3.0,2.0,0.0,0.0,0.0,0.0,False
1759064,ROUND,0.37,VVS2,D,EX,EX,EX,N,1474.81,4.65,4.66,2.84,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,False
1636185,EMERALD,0.5,SI1,F,EX,EX,VG,N,1409.15,5.18,3.83,2.61,0,1,0,0,0,0,0,0,6.0,3.0,0.0,0.0,1.0,0.0,False
1761577,EMERALD,0.57,VS2,K,VG,EX,EX,F,1281.12,5.25,3.95,2.76,0,1,0,0,0,0,0,0,5.0,8.0,1.0,0.0,0.0,3.0,False
1634767,PRINCESS,0.51,VS2,M,EX,EX,VG,N,926.9,4.48,4.43,3.18,0,0,0,0,0,0,1,0,5.0,10.0,0.0,0.0,1.0,0.0,False
1781393,HEART,0.3,VS1,G,EX,EX,VG,N,1091.99,4.25,4.62,2.62,0,0,1,0,0,0,0,0,4.0,4.0,0.0,0.0,1.0,0.0,False
1795556,ROUND,0.3,SI2,E,EX,EX,EX,N,1027.01,4.3,4.31,2.64,0,0,0,0,0,0,0,1,7.0,2.0,0.0,0.0,0.0,0.0,False
1790516,ROUND,0.5,SI2,F,EX,EX,EX,N,1960.6,5.07,5.09,3.16,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1667372,OVAL,0.5,SI1,D,EX,EX,VG,N,1808.53,6.96,4.38,2.56,0,0,0,0,1,0,0,0,6.0,1.0,0.0,0.0,1.0,0.0,False
1788591,ROUND,0.5,VS2,D,GD,VG,GD,N,2111.79,4.87,4.91,3.2,0,0,0,0,0,0,0,1,5.0,1.0,2.0,1.0,2.0,0.0,False
200772-234,CUSHION,1.09,SI2,H,EX,EX,VG,SL,2596.11,6.17,5.61,3.81,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,1.0,2.0,False
1789039,EMERALD,0.3,VVS1,D,EX,GD,GD,F,1028.04,4.89,3.13,1.88,0,1,0,0,0,0,0,0,2.0,1.0,0.0,2.0,2.0,3.0,False
1766192,ROUND,0.5,VS1,E,VG,EX,VG,ST,2078.77,4.94,5.0,3.17,0,0,0,0,0,0,0,1,4.0,2.0,1.0,0.0,1.0,5.0,False
1764990,EMERALD,0.4,VS2,G,VG,EX,GD,N,1209.36,5.07,3.56,2.39,0,1,0,0,0,0,0,0,5.0,4.0,1.0,0.0,2.0,0.0,False
1761190,ROUND,0.5,SI1,F,EX,EX,VG,ST,1960.64,5.05,5.08,3.15,0,0,0,0,0,0,0,1,6.0,3.0,0.0,0.0,1.0,5.0,False
1671690,ROUND,0.5,SI1,H,VG,EX,VG,M,1973.74,5.01,5.05,3.16,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,1.0,4.0,False
1743142,OVAL,0.53,VS2,D,EX,EX,VG,N,1861.7,6.78,4.46,2.76,0,0,0,0,1,0,0,0,5.0,1.0,0.0,0.0,1.0,0.0,False
1756823,ROUND,0.5,VVS2,E,VG,EX,VG,ST,2187.05,4.89,4.96,3.18,0,0,0,0,0,0,0,1,3.0,2.0,1.0,0.0,1.0,5.0,False
1769905,PRINCESS,0.51,SI1,J,EX,EX,EX,N,1254.22,4.4,4.34,3.14,0,0,0,0,0,0,1,0,6.0,7.0,0.0,0.0,0.0,0.0,False
1800370,PRINCESS,0.33,VVS2,F,EX,VG,GD,N,1013.41,3.89,3.83,2.77,0,0,0,0,0,0,1,0,3.0,3.0,0.0,1.0,2.0,0.0,False
1774440,OVAL,0.52,VS1,F,EX,VG,VG,N,2158.87,6.78,4.49,2.71,0,0,0,0,1,0,0,0,4.0,3.0,0.0,1.0,1.0,0.0,False
1626220,CUSHION,0.8,VS2,E,EX,EX,EX,N,3466.3,5.37,5.11,3.46,1,0,0,0,0,0,0,0,5.0,2.0,0.0,0.0,0.0,0.0,False
1628616,PRINCESS,0.5,VS1,D,EX,EX,VG,N,1817.35,4.44,4.41,3.1,0,0,0,0,0,0,1,0,4.0,1.0,0.0,0.0,1.0,0.0,False
1785718,PRINCESS,0.5,SI2,F,VG,EX,VG,N,1442.42,4.26,4.17,3.12,0,0,0,0,0,0,1,0,7.0,3.0,1.0,0.0,1.0,0.0,False
1734195,CUSHION,0.9,VS2,J,VG,EX,EX,N,2538.95,5.86,5.16,3.6,1,0,0,0,0,0,0,0,5.0,7.0,1.0,0.0,0.0,0.0,False
1792964,ROUND,0.36,VS2,F,EX,EX,EX,N,1366.89,4.53,4.56,2.83,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,0.0,False
1800770,HEART,0.3,VS2,E,VG,EX,VG,N,1116.82,3.93,4.59,2.78,0,0,1,0,0,0,0,0,5.0,2.0,1.0,0.0,1.0,0.0,False
1636092,CUSHION,0.5,SI1,E,VG,EX,VG,N,1385.91,4.91,4.17,2.9,1,0,0,0,0,0,0,0,6.0,2.0,1.0,0.0,1.0,0.0,False
1667715,ROUND,0.5,VS1,G,VG,VG,VG,ST,2197.8,5.07,5.1,3.05,0,0,0,0,0,0,0,1,4.0,4.0,1.0,1.0,1.0,5.0,False
1746173,OVAL,0.4,VS1,E,EX,EX,VG,N,1320.33,5.87,4.17,2.55,0,0,0,0,1,0,0,0,4.0,2.0,0.0,0.0,1.0,0.0,False
1781561,OVAL,0.5,VS2,G,EX,EX,VG,N,1865.76,6.08,4.53,2.82,0,0,0,0,1,0,0,0,5.0,4.0,0.0,0.0,1.0,0.0,False
1798537,EMERALD,0.4,VS1,G,VG,VG,GD,N,1284.45,4.7,3.6,2.45,0,1,0,0,0,0,0,0,4.0,4.0,1.0,1.0,2.0,0.0,False
1648823,CUSHION,0.83,SI1,G,EX,EX,VG,N,2425.61,5.34,5.21,3.54,1,0,0,0,0,0,0,0,6.0,4.0,0.0,0.0,1.0,0.0,False
1782683,EMERALD,0.51,SI1,J,EX,EX,VG,F,1281.9,5.59,3.65,2.49,0,1,0,0,0,0,0,0,6.0,7.0,0.0,0.0,1.0,3.0,False
1631317,CUSHION,0.86,SI1,D,EX,EX,VG,VS,2399.71,5.86,5.09,3.46,1,0,0,0,0,0,0,0,6.0,1.0,0.0,0.0,1.0,6.0,False
1779352,ROUND,0.4,VVS2,I,EX,EX,EX,N,1521.83,4.66,4.7,2.95,0,0,0,0,0,0,0,1,3.0,6.0,0.0,0.0,0.0,0.0,False
1765124,OVAL,0.31,SI2,F,EX,GD,FR,N,796.43,5.77,3.75,2.23,0,0,0,0,1,0,0,0,7.0,3.0,0.0,2.0,3.0,0.0,False
1782709,EMERALD,0.32,VVS1,D,EX,EX,VG,N,1169.31,4.48,3.3,2.24,0,1,0,0,0,0,0,0,2.0,1.0,0.0,0.0,1.0,0.0,False
1754807,CUSHION,0.8,VS1,G,EX,EX,VG,ST,2932.74,5.33,5.05,3.42,1,0,0,0,0,0,0,0,4.0,4.0,0.0,0.0,1.0,5.0,False
1662746,ROUND,0.5,VS2,H,GD,EX,GD,F,1997.25,4.8,4.89,3.21,0,0,0,0,0,0,0,1,5.0,5.0,2.0,0.0,2.0,3.0,False
1661858,ROUND,0.7,VS1,L,VG,EX,VG,F,1983.44,5.48,5.56,3.58,0,0,0,0,0,0,0,1,4.0,9.0,1.0,0.0,1.0,3.0,False
1612587,CUSHION,0.76,VS1,K,EX,EX,VG,N,1612.64,5.35,5.01,3.38,1,0,0,0,0,0,0,0,4.0,8.0,0.0,0.0,1.0,0.0,False
1651865,CUSHION,0.57,VS2,FANCY,EX,EX,VG,F,2716.99,4.75,4.62,3.09,1,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,1.0,3.0,False
1668929,ROUND,0.56,SI2,I,EX,EX,EX,N,1975.35,5.33,5.36,3.24,0,0,0,0,0,0,0,1,7.0,6.0,0.0,0.0,0.0,0.0,False
212100-440,CUSHION,1.0,SI2,H,EX,EX,EX,F,3838.51,5.7,5.5,3.72,1,0,0,0,0,0,0,0,7.0,5.0,0.0,0.0,0.0,3.0,False
1777728,PRINCESS,0.4,VVS2,F,EX,EX,VG,N,1438.63,4.24,4.15,2.87,0,0,0,0,0,0,1,0,3.0,3.0,0.0,0.0,1.0,0.0,False
201244-212,CUSHION,1.2,SI1,K,EX,EX,VG,N,3397.09,5.97,5.96,4.04,1,0,0,0,0,0,0,0,6.0,8.0,0.0,0.0,1.0,0.0,False
1787360,ROUND,0.4,VS2,H,EX,VG,EX,N,1445.29,4.69,4.72,2.95,0,0,0,0,0,0,0,1,5.0,5.0,0.0,1.0,0.0,0.0,False
1666750,ROUND,0.53,VS2,J,EX,EX,EX,N,2041.19,5.18,5.2,3.22,0,0,0,0,0,0,0,1,5.0,7.0,0.0,0.0,0.0,0.0,False
1793084,EMERALD,0.47,VVS2,K,EX,VG,VG,N,1063.3,5.12,3.77,2.56,0,1,0,0,0,0,0,0,3.0,8.0,0.0,1.0,1.0,0.0,False
1793826,ROUND,0.5,VS2,D,F,EX,VG,F,2078.07,4.91,4.97,3.19,0,0,0,0,0,0,0,1,5.0,1.0,3.0,0.0,1.0,3.0,False
1778701,OVAL,0.5,SI1,I,VG,EX,VG,N,1354.6,6.04,4.53,2.79,0,0,0,0,1,0,0,0,6.0,6.0,1.0,0.0,1.0,0.0,False
1667354,OVAL,0.61,VVS1,E,EX,EX,VG,ST,2232.76,6.55,4.8,3.01,0,0,0,0,1,0,0,0,2.0,2.0,0.0,0.0,1.0,5.0,False
1628422,OVAL,0.8,VS2,M,EX,VG,VG,N,1152.34,7.73,5.22,3.07,0,0,0,0,1,0,0,0,5.0,10.0,0.0,1.0,1.0,0.0,False
1789695,ROUND,0.34,VS2,F,EX,EX,EX,N,1212.64,4.45,4.47,2.79,0,0,0,0,0,0,0,1,5.0,3.0,0.0,0.0,0.0,0.0,False
211003-1076,CUSHION,1.32,IF,D,EX,EX,EX,VS,11502.51,6.42,6.03,4.04,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,6.0,False
1672939,OVAL,0.5,SI1,I,EX,EX,VG,M,1261.41,6.37,4.49,2.8,0,0,0,0,1,0,0,0,6.0,6.0,0.0,0.0,1.0,4.0,False
203186-280,CUSHION,0.96,VVS2,K,EX,EX,VG,N,2619.85,6.04,5.22,3.54,1,0,0,0,0,0,0,0,3.0,8.0,0.0,0.0,1.0,0.0,False
1623687,PRINCESS,0.5,SI1,D,EX,EX,EX,N,1505.96,4.37,4.36,3.15,0,0,0,0,0,0,1,0,6.0,1.0,0.0,0.0,0.0,0.0,False
1584362,CUSHION,0.9,SI2,I,GD,VG,VG,N,2462.49,5.75,5.03,3.61,1,0,0,0,0,0,0,0,7.0,6.0,2.0,1.0,1.0,0.0,False
1758207,EMERALD,0.4,VS1,G,VG,VG,GD,N,1176.98,5.06,3.37,2.35,0,1,0,0,0,0,0,0,4.0,4.0,1.0,1.0,2.0,0.0,False
1599882,CUSHION,0.8,VS1,I,EX,EX,EX,N,2279.6,5.27,5.08,3.46,1,0,0,0,0,0,0,0,4.0,6.0,0.0,0.0,0.0,0.0,False
1784572,ROUND,0.5,SI2,F,EX,EX,EX,N,2048.45,5.03,5.06,3.16,0,0,0,0,0,0,0,1,7.0,3.0,0.0,0.0,0.0,0.0,False
1662035,ROUND,0.5,SI1,H,VG,EX,VG,F,2100.82,5.03,5.07,3.11,0,0,0,0,0,0,0,1,6.0,5.0,1.0,0.0,1.0,3.0,False
1791031,EMERALD,0.32,IF,D,EX,EX,VG,N,1283.94,4.63,3.42,2.17,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,False
1523594,ROUND,0.23,VVS2,D,EX,EX,EX,N,969.59,3.96,3.98,2.44,0,0,0,0,0,0,0,1,3.0,1.0,0.0,0.0,0.0,0.0,False
1790778,ROUND,0.31,VS1,J,EX,EX,EX,N,1040.08,4.39,4.42,2.66,0,0,0,0,0,0,0,1,4.0,7.0,0.0,0.0,0.0,0.0,False
1764124,PRINCESS,0.4,VS2,F,EX,EX,GD,F,1266.84,4.03,3.98,2.78,0,0,0,0,0,0,1,0,5.0,3.0,0.0,0.0,2.0,3.0,False
1669508,EMERALD,0.5,VS1,J,VG,EX,GD,F,1292.53,5.02,3.78,2.65,0,1,0,0,0,0,0,0,4.0,7.0,1.0,0.0,2.0,3.0,False
1781299,EMERALD,0.4,VS2,G,VG,EX,GD,N,1203.96,4.92,3.64,2.32,0,1,0,0,0,0,0,0,5.0,4.0,1.0,0.0,2.0,0.0,False
1793037,CUSHION,0.75,SI2,F,EX,EX,EX,N,2139.12,5.17,5.01,3.4,1,0,0,0,0,0,0,0,7.0,3.0,0.0,0.0,0.0,0.0,False
1780818,ROUND,0.5,SI1,D,GD,VG,VG,N,2066.16,4.94,4.98,3.21,0,0,0,0,0,0,0,1,6.0,1.0,2.0,1.0,1.0,0.0,False
1629717,CUSHION,0.61,VVS1,Y-Z,EX,EX,VG,N,1087.25,4.66,4.6,3.11,1,0,0,0,0,0,0,0,2.0,19.0,0.0,0.0,1.0,0.0,False
1799658,EMERALD,0.52,VVS1,J,EX,EX,VG,ST,1424.25,5.63,3.68,2.51,0,1,0,0,0,0,0,0,2.0,7.0,0.0,0.0,1.0,5.0,False
1638140,CUSHION,0.5,VS2,H,EX,EX,VG,N,1380.61,4.91,4.26,2.88,1,0,0,0,0,0,0,0,5.0,5.0,0.0,0.0,1.0,0.0,False
